number,status,score,level,primary_category,tags,prize,formalized,oeis,problem_file,url,model_review_level,model_review_score,model_review_confidence,model_review_file
1004,open,31,low_candidate,number theory,number theory,no,yes,possible,results/problems/number-theory/problem_1004.md,https://www.erdosproblems.com/1004,medium_candidate,58,medium,archive/v1/reviews/problem_1004.json
1005,open,24,low_candidate,number theory,number theory,no,no,A386893,results/problems/number-theory/problem_1005.md,https://www.erdosproblems.com/1005,medium_candidate,72,medium,archive/v1/reviews/problem_1005.json
1011,open,34,low_candidate,graph theory,graph theory,no,no,possible,results/problems/graph-theory/problem_1011.md,https://www.erdosproblems.com/1011,medium_candidate,58,medium,archive/v1/reviews/problem_1011.json
1013,open,37,low_candidate,graph theory,graph theory,no,no,A292528,results/problems/graph-theory/problem_1013.md,https://www.erdosproblems.com/1013,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1013.json
1016,open,42,low_to_medium_candidate,graph theory,graph theory; cycles,no,no,A105206,results/problems/graph-theory/problem_1016.md,https://www.erdosproblems.com/1016,medium_candidate,68,medium,archive/v1/reviews/problem_1016.json
1017,open,39,low_to_medium_candidate,graph theory,graph theory,no,no,possible,results/problems/graph-theory/problem_1017.md,https://www.erdosproblems.com/1017,medium_candidate,62,medium,archive/v1/reviews/problem_1017.json
1020,falsifiable,72,high_candidate,graph theory,graph theory; hypergraphs,no,no,N/A,results/problems/graph-theory/problem_1020.md,https://www.erdosproblems.com/1020,low_to_medium_candidate,38,high,archive/v1/reviews/problem_1020.json
1029,open,41,low_to_medium_candidate,graph theory,graph theory; ramsey theory,$100,no,A059442,results/problems/graph-theory/problem_1029.md,https://www.erdosproblems.com/1029,low_candidate,22,medium,archive/v1/reviews/problem_1029.json
1030,open,45,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,A000791; A059442,results/problems/graph-theory/problem_1030.md,https://www.erdosproblems.com/1030,low_to_medium_candidate,32,medium,archive/v1/reviews/problem_1030.json
1032,open,39,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,no,possible,results/problems/graph-theory/problem_1032.md,https://www.erdosproblems.com/1032,low_to_medium_candidate,30,medium,archive/v1/reviews/problem_1032.json
1033,open,36,low_candidate,graph theory,graph theory,no,no,possible,results/problems/graph-theory/problem_1033.md,https://www.erdosproblems.com/1033,medium_candidate,6,medium,archive/v1/reviews/problem_1033.json
1035,open,39,low_to_medium_candidate,graph theory,graph theory,no,no,possible,results/problems/graph-theory/problem_1035.md,https://www.erdosproblems.com/1035,medium_candidate,62,medium,archive/v1/reviews/problem_1035.json
1038,open,29,low_candidate,analysis,analysis,no,yes,N/A,results/problems/analysis/problem_1038.md,https://www.erdosproblems.com/1038,medium_candidate,58,medium,archive/v1/reviews/problem_1038.json
1039,open,21,low_candidate,analysis,analysis,no,no,N/A,results/problems/analysis/problem_1039.md,https://www.erdosproblems.com/1039,low_to_medium_candidate,45,medium,archive/v1/reviews/problem_1039.json
1040,open,24,low_candidate,analysis,analysis,no,no,N/A,results/problems/analysis/problem_1040.md,https://www.erdosproblems.com/1040,medium_candidate,62,medium,archive/v1/reviews/problem_1040.json
1041,falsifiable,57,medium_candidate,analysis,analysis,no,yes,N/A,results/problems/analysis/problem_1041.md,https://www.erdosproblems.com/1041,medium_candidate,55,medium,archive/v1/reviews/problem_1041.json
1045,open,24,low_candidate,analysis,analysis,no,no,N/A,results/problems/analysis/problem_1045.md,https://www.erdosproblems.com/1045,medium_candidate,68,medium,archive/v1/reviews/problem_1045.json
1049,open,32,low_candidate,irrationality,irrationality,no,yes,N/A,results/problems/irrationality/problem_1049.md,https://www.erdosproblems.com/1049,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_1049.json
1052,open,39,low_to_medium_candidate,number theory,number theory,$10,yes,A002827,results/problems/number-theory/problem_1052.md,https://www.erdosproblems.com/1052,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1052.json
1053,open,34,low_candidate,number theory,number theory,no,no,A007539,results/problems/number-theory/problem_1053.md,https://www.erdosproblems.com/1053,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1053.json
1054,open,21,low_candidate,number theory,number theory; divisors,no,yes,A167485,results/problems/number-theory/problem_1054.md,https://www.erdosproblems.com/1054,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1054.json
1055,open,27,low_candidate,number theory,number theory; primes,no,yes,A005113,results/problems/number-theory/problem_1055.md,https://www.erdosproblems.com/1055,low_to_medium_candidate,32,medium,archive/v1/reviews/problem_1055.json
1056,open,32,low_candidate,number theory,number theory,no,yes,A060427,results/problems/number-theory/problem_1056.md,https://www.erdosproblems.com/1056,medium_candidate,60,medium,archive/v1/reviews/problem_1056.json
1057,open,22,low_candidate,number theory,number theory,no,no,A006931,results/problems/number-theory/problem_1057.md,https://www.erdosproblems.com/1057,low_candidate,22,medium,archive/v1/reviews/problem_1057.json
1059,open,30,low_candidate,number theory,number theory; primes,no,yes,A064152,results/problems/number-theory/problem_1059.md,https://www.erdosproblems.com/1059,medium_candidate,56,medium,archive/v1/reviews/problem_1059.json
1060,open,33,low_candidate,number theory,number theory,no,yes,A327153,results/problems/number-theory/problem_1060.md,https://www.erdosproblems.com/1060,medium_candidate,62,medium,archive/v1/reviews/problem_1060.json
1061,open,36,low_candidate,number theory,number theory,no,yes,A110177; possible,results/problems/number-theory/problem_1061.md,https://www.erdosproblems.com/1061,medium_candidate,62,medium,archive/v1/reviews/problem_1061.json
1062,open,36,low_candidate,number theory,number theory,no,yes,A038372,results/problems/number-theory/problem_1062.md,https://www.erdosproblems.com/1062,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_1062.json
1063,open,33,low_candidate,number theory,number theory,no,yes,A389360,results/problems/number-theory/problem_1063.md,https://www.erdosproblems.com/1063,medium_candidate,62,medium,archive/v1/reviews/problem_1063.json
1065,open,33,low_candidate,number theory,number theory,no,yes,A074781; A339465,results/problems/number-theory/problem_1065.md,https://www.erdosproblems.com/1065,low_to_medium_candidate,35,high,archive/v1/reviews/problem_1065.json
1066,open,39,low_to_medium_candidate,graph theory,graph theory; planar graphs,no,no,possible,results/problems/graph-theory/problem_1066.md,https://www.erdosproblems.com/1066,medium_candidate,58,medium,archive/v1/reviews/problem_1066.json
1068,open,51,low_to_medium_candidate,graph theory,graph theory; set theory; chromatic number,no,yes,N/A,results/problems/graph-theory/problem_1068.md,https://www.erdosproblems.com/1068,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1068.json
1070,open,30,low_candidate,geometry,geometry,no,no,possible,results/problems/geometry/problem_1070.md,https://www.erdosproblems.com/1070,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1070.json
1072,open,33,low_candidate,number theory,number theory,no,yes,A073944; A072937; A154554,results/problems/number-theory/problem_1072.md,https://www.erdosproblems.com/1072,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1072.json
1073,open,30,low_candidate,number theory,number theory,no,yes,A256519,results/problems/number-theory/problem_1073.md,https://www.erdosproblems.com/1073,low_to_medium_candidate,40,medium,archive/v1/reviews/problem_1073.json
1074,open,30,low_candidate,number theory,number theory,no,yes,A063980; A064164,results/problems/number-theory/problem_1074.md,https://www.erdosproblems.com/1074,medium_candidate,58,medium,archive/v1/reviews/problem_1074.json
1075,open,37,low_candidate,hypergraphs,hypergraphs,no,no,N/A,results/problems/hypergraphs/problem_1075.md,https://www.erdosproblems.com/1075,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1075.json
1082,falsifiable,53,low_to_medium_candidate,geometry,geometry; distances,no,yes,possible,results/problems/geometry/problem_1082.md,https://www.erdosproblems.com/1082,medium_candidate,62,medium,archive/v1/reviews/problem_1082.json
1083,open,17,low_candidate,geometry,geometry; distances,no,no,possible,results/problems/geometry/problem_1083.md,https://www.erdosproblems.com/1083,low_to_medium_candidate,34,medium,archive/v1/reviews/problem_1083.json
1084,open,30,low_candidate,geometry,geometry; distances,no,yes,A045945; possible,results/problems/geometry/problem_1084.md,https://www.erdosproblems.com/1084,medium_candidate,58,medium,archive/v1/reviews/problem_1084.json
1085,open,28,low_candidate,geometry,geometry; distances,no,yes,possible,results/problems/geometry/problem_1085.md,https://www.erdosproblems.com/1085,low_to_medium_candidate,32,high,archive/v1/reviews/problem_1085.json
1086,open,21,low_candidate,geometry,geometry; distances,no,no,possible,results/problems/geometry/problem_1086.md,https://www.erdosproblems.com/1086,low_to_medium_candidate,41,medium,archive/v1/reviews/problem_1086.json
1087,open,18,low_candidate,geometry,geometry; distances,no,no,possible,results/problems/geometry/problem_1087.md,https://www.erdosproblems.com/1087,low_to_medium_candidate,45,medium,archive/v1/reviews/problem_1087.json
1088,open,24,low_candidate,geometry,geometry,no,no,possible,results/problems/geometry/problem_1088.md,https://www.erdosproblems.com/1088,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_1088.json
1093,open,30,low_candidate,number theory,number theory; binomial coefficients,no,yes,N/A,results/problems/number-theory/problem_1093.md,https://www.erdosproblems.com/1093,medium_candidate,58,medium,archive/v1/reviews/problem_1093.json
1094,open,36,low_candidate,number theory,number theory; binomial coefficients,no,yes,N/A,results/problems/number-theory/problem_1094.md,https://www.erdosproblems.com/1094,medium_candidate,62,medium,archive/v1/reviews/problem_1094.json
1095,open,22,low_candidate,number theory,number theory; binomial coefficients,no,yes,A003458,results/problems/number-theory/problem_1095.md,https://www.erdosproblems.com/1095,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1095.json
1097,open,30,low_candidate,number theory,number theory; additive combinatorics,no,yes,N/A,results/problems/number-theory/problem_1097.md,https://www.erdosproblems.com/1097,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1097.json
1100,open,22,low_candidate,number theory,number theory; divisors,no,no,A325864; possible,results/problems/number-theory/problem_1100.md,https://www.erdosproblems.com/1100,medium_candidate,62,medium,archive/v1/reviews/problem_1100.json
1101,open,22,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_1101.md,https://www.erdosproblems.com/1101,medium_candidate,55,medium,archive/v1/reviews/problem_1101.json
1103,open,28,low_candidate,number theory,number theory,no,no,A392164,results/problems/number-theory/problem_1103.md,https://www.erdosproblems.com/1103,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1103.json
1104,open,49,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,yes,A292528,results/problems/graph-theory/problem_1104.md,https://www.erdosproblems.com/1104,medium_candidate,55,medium,archive/v1/reviews/problem_1104.json
1106,open,21,low_candidate,number theory,number theory,no,yes,A194259; A194260,results/problems/number-theory/problem_1106.md,https://www.erdosproblems.com/1106,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1106.json
1107,open,33,low_candidate,number theory,number theory; powerful,no,yes,A056828; A392342; A392343; possible,results/problems/number-theory/problem_1107.md,https://www.erdosproblems.com/1107,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1107.json
1108,open,33,low_candidate,number theory,number theory; factorials,no,yes,A051761; A115645; A025494,results/problems/number-theory/problem_1108.md,https://www.erdosproblems.com/1108,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1108.json
1109,open,25,low_candidate,number theory,number theory,no,no,A392164; A392165,results/problems/number-theory/problem_1109.md,https://www.erdosproblems.com/1109,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1109.json
1110,open,24,low_candidate,number theory,number theory,no,no,possible,results/problems/number-theory/problem_1110.md,https://www.erdosproblems.com/1110,medium_candidate,62,medium,archive/v1/reviews/problem_1110.json
1111,open,40,low_to_medium_candidate,graph theory,graph theory,no,no,possible,results/problems/graph-theory/problem_1111.md,https://www.erdosproblems.com/1111,medium_candidate,58,medium,archive/v1/reviews/problem_1111.json
1112,open,26,low_candidate,additive combinatorics,additive combinatorics,no,no,N/A,results/problems/additive-combinatorics/problem_1112.md,https://www.erdosproblems.com/1112,medium_candidate,58,medium,archive/v1/reviews/problem_1112.json
1113,open,39,low_to_medium_candidate,number theory,number theory; covering systems,no,yes,A076336,results/problems/number-theory/problem_1113.md,https://www.erdosproblems.com/1113,medium_candidate,64,medium,archive/v1/reviews/problem_1113.json
1117,open,24,low_candidate,analysis,analysis,no,no,N/A,results/problems/analysis/problem_1117.md,https://www.erdosproblems.com/1117,medium_candidate,6,medium,archive/v1/reviews/problem_1117.json
1119,independent,9,not_applicable_meta_mathematical,analysis,analysis; set theory,no,no,N/A,results/problems/analysis/problem_1119.md,https://www.erdosproblems.com/1119,medium_candidate,62,medium,archive/v1/reviews/problem_1119.json
1120,open,27,low_candidate,analysis,analysis,no,no,N/A,results/problems/analysis/problem_1120.md,https://www.erdosproblems.com/1120,medium_candidate,58,medium,archive/v1/reviews/problem_1120.json
1122,open,21,low_candidate,number theory,number theory,no,no,N/A,results/problems/number-theory/problem_1122.md,https://www.erdosproblems.com/1122,medium_candidate,58,medium,archive/v1/reviews/problem_1122.json
1123,independent,10,not_applicable_meta_mathematical,algebra,algebra,$100,no,N/A,results/problems/algebra/problem_1123.md,https://www.erdosproblems.com/1123,not_applicable_meta_mathematical,20,high,archive/v1/reviews/problem_1123.json
1127,independent,9,not_applicable_meta_mathematical,geometry,geometry; distances; set theory,no,no,N/A,results/problems/geometry/problem_1127.md,https://www.erdosproblems.com/1127,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1127.json
1131,open,28,low_candidate,analysis,analysis; polynomials,no,no,N/A,results/problems/analysis/problem_1131.md,https://www.erdosproblems.com/1131,medium_candidate,62,medium,archive/v1/reviews/problem_1131.json
1132,open,28,low_candidate,analysis,analysis; polynomials,no,no,N/A,results/problems/analysis/problem_1132.md,https://www.erdosproblems.com/1132,medium_candidate,58,medium,archive/v1/reviews/problem_1132.json
1133,open,28,low_candidate,analysis,analysis; polynomials,no,no,N/A,results/problems/analysis/problem_1133.md,https://www.erdosproblems.com/1133,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1133.json
1135,open,34,low_candidate,number theory,number theory,$500,yes,A006370; A008908,results/problems/number-theory/problem_1135.md,https://www.erdosproblems.com/1135,low_candidate,8,high,archive/v1/reviews/problem_1135.json
1137,open,30,low_candidate,number theory,number theory; primes,no,yes,A083550; A005250,results/problems/number-theory/problem_1137.md,https://www.erdosproblems.com/1137,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1137.json
1139,open,23,low_candidate,number theory,number theory; primes,no,yes,possible,results/problems/number-theory/problem_1139.md,https://www.erdosproblems.com/1139,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1139.json
1142,open,30,low_candidate,number theory,number theory; primes,no,yes,A039669,results/problems/number-theory/problem_1142.md,https://www.erdosproblems.com/1142,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1142.json
1143,open,20,low_candidate,number theory,number theory; primes,no,no,N/A,results/problems/number-theory/problem_1143.md,https://www.erdosproblems.com/1143,medium_candidate,6,medium,archive/v1/reviews/problem_1143.json
1144,open,19,low_candidate,number theory,number theory; probability,no,no,N/A,results/problems/number-theory/problem_1144.md,https://www.erdosproblems.com/1144,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1144.json
1145,open,30,low_candidate,additive combinatorics,additive combinatorics; additive basis,no,yes,N/A,results/problems/additive-combinatorics/problem_1145.md,https://www.erdosproblems.com/1145,low_to_medium_candidate,35,medium,archive/v1/reviews/problem_1145.json
1146,open,24,low_candidate,number theory,number theory,no,no,possible,results/problems/number-theory/problem_1146.md,https://www.erdosproblems.com/1146,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1146.json
1150,open,35,low_candidate,analysis,analysis; polynomials,no,yes,N/A,results/problems/analysis/problem_1150.md,https://www.erdosproblems.com/1150,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1150.json
1151,open,31,low_candidate,analysis,analysis; polynomials,no,no,N/A,results/problems/analysis/problem_1151.md,https://www.erdosproblems.com/1151,medium_candidate,6,medium,archive/v1/reviews/problem_1151.json
1152,open,31,low_candidate,analysis,analysis; polynomials,no,no,N/A,results/problems/analysis/problem_1152.md,https://www.erdosproblems.com/1152,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1152.json
1154,not disprovable,11,not_applicable_meta_mathematical,analysis,analysis,no,no,N/A,results/problems/analysis/problem_1154.md,https://www.erdosproblems.com/1154,low_to_medium_candidate,35,medium,archive/v1/reviews/problem_1154.json
1155,open,33,low_candidate,graph theory,graph theory,no,no,N/A,results/problems/graph-theory/problem_1155.md,https://www.erdosproblems.com/1155,high_candidate,82,medium,archive/v1/reviews/problem_1155.json
1156,open,46,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,no,N/A,results/problems/graph-theory/problem_1156.md,https://www.erdosproblems.com/1156,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1156.json
1157,open,38,low_to_medium_candidate,hypergraphs,hypergraphs; turan number,no,no,possible,results/problems/hypergraphs/problem_1157.md,https://www.erdosproblems.com/1157,low_to_medium_candidate,35,medium,archive/v1/reviews/problem_1157.json
1158,open,38,low_to_medium_candidate,hypergraphs,hypergraphs; turan number,no,no,possible,results/problems/hypergraphs/problem_1158.md,https://www.erdosproblems.com/1158,low_to_medium_candidate,32,medium,archive/v1/reviews/problem_1158.json
1159,open,34,low_candidate,combinatorics,combinatorics,no,no,N/A,results/problems/combinatorics/problem_1159.md,https://www.erdosproblems.com/1159,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1159.json
1160,open,31,low_candidate,group theory,group theory,no,no,A000001,results/problems/group-theory/problem_1160.md,https://www.erdosproblems.com/1160,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_1160.json
1162,open,26,low_candidate,group theory,group theory,no,no,possible,results/problems/group-theory/problem_1162.md,https://www.erdosproblems.com/1162,medium_candidate,58,medium,archive/v1/reviews/problem_1162.json
1163,open,30,low_candidate,group theory,group theory,no,no,N/A,results/problems/group-theory/problem_1163.md,https://www.erdosproblems.com/1163,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1163.json
1167,open,34,low_candidate,set theory,set theory; probability,no,no,N/A,results/problems/set-theory/problem_1167.md,https://www.erdosproblems.com/1167,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1167.json
1168,open,31,low_candidate,set theory,set theory; ramsey theory,no,no,N/A,results/problems/set-theory/problem_1168.md,https://www.erdosproblems.com/1168,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1168.json
1169,not disprovable,16,not_applicable_meta_mathematical,set theory,set theory; ramsey theory,no,no,N/A,results/problems/set-theory/problem_1169.md,https://www.erdosproblems.com/1169,low_to_medium_candidate,34,medium,archive/v1/reviews/problem_1169.json
1170,open,31,low_candidate,set theory,set theory; ramsey theory,no,no,N/A,results/problems/set-theory/problem_1170.md,https://www.erdosproblems.com/1170,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1170.json
1171,open,34,low_candidate,set theory,set theory; ramsey theory,no,no,N/A,results/problems/set-theory/problem_1171.md,https://www.erdosproblems.com/1171,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1171.json
1172,open,34,low_candidate,set theory,set theory; ramsey theory,no,no,N/A,results/problems/set-theory/problem_1172.md,https://www.erdosproblems.com/1172,low_to_medium_candidate,32,medium,archive/v1/reviews/problem_1172.json
1173,open,33,low_candidate,set theory,set theory; combinatorics,no,no,N/A,results/problems/set-theory/problem_1173.md,https://www.erdosproblems.com/1173,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1173.json
1174,not disprovable,24,not_applicable_meta_mathematical,set theory,set theory; ramsey theory,no,no,N/A,results/problems/set-theory/problem_1174.md,https://www.erdosproblems.com/1174,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1174.json
1175,open,37,low_candidate,set theory,set theory; chromatic number,no,no,N/A,results/problems/set-theory/problem_1175.md,https://www.erdosproblems.com/1175,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1175.json
1176,not disprovable,27,not_applicable_meta_mathematical,set theory,set theory; chromatic number,no,yes,N/A,results/problems/set-theory/problem_1176.md,https://www.erdosproblems.com/1176,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1176.json
1177,open,47,low_to_medium_candidate,set theory,set theory; chromatic number; hypergraphs,no,no,N/A,results/problems/set-theory/problem_1177.md,https://www.erdosproblems.com/1177,medium_candidate,58,medium,archive/v1/reviews/problem_1177.json
1178,open,44,low_to_medium_candidate,graph theory,graph theory; hypergraphs,no,no,N/A,results/problems/graph-theory/problem_1178.md,https://www.erdosproblems.com/1178,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1178.json
1181,open,17,low_candidate,number theory,number theory,no,no,possible,results/problems/number-theory/problem_1181.md,https://www.erdosproblems.com/1181,low_to_medium_candidate,39,medium,archive/v1/reviews/problem_1181.json
1182,open,32,low_candidate,graph theory,graph theory; ramsey theory,no,no,possible,results/problems/graph-theory/problem_1182.md,https://www.erdosproblems.com/1182,medium_candidate,58,medium,archive/v1/reviews/problem_1182.json
1183,open,41,low_to_medium_candidate,combinatorics,combinatorics; ramsey theory,no,no,possible,results/problems/combinatorics/problem_1183.md,https://www.erdosproblems.com/1183,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1183.json
1184,open,15,low_candidate,number theory,number theory; primes,no,no,possible,results/problems/number-theory/problem_1184.md,https://www.erdosproblems.com/1184,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1184.json
1186,open,24,low_candidate,additive combinatorics,additive combinatorics; arithmetic progressions,no,no,possible,results/problems/additive-combinatorics/problem_1186.md,https://www.erdosproblems.com/1186,medium_candidate,64,medium,archive/v1/reviews/problem_1186.json
1188,open,33,low_candidate,number theory,number theory; covering systems,no,no,possible,results/problems/number-theory/problem_1188.md,https://www.erdosproblems.com/1188,medium_candidate,58,medium,archive/v1/reviews/problem_1188.json
1189,open,28,low_candidate,number theory,number theory; covering systems,no,no,possible,results/problems/number-theory/problem_1189.md,https://www.erdosproblems.com/1189,low_to_medium_candidate,48,medium,archive/v1/reviews/problem_1189.json
1190,open,33,low_candidate,number theory,number theory; covering systems,no,no,possible,results/problems/number-theory/problem_1190.md,https://www.erdosproblems.com/1190,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1190.json
1191,open,17,low_candidate,additive combinatorics,additive combinatorics; sidon sets,$1000,no,possible,results/problems/additive-combinatorics/problem_1191.md,https://www.erdosproblems.com/1191,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1191.json
1192,open,24,low_candidate,additive combinatorics,additive combinatorics; additive basis,no,no,possible,results/problems/additive-combinatorics/problem_1192.md,https://www.erdosproblems.com/1192,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_1192.json
1194,open,24,low_candidate,additive combinatorics,additive combinatorics; additive basis; sidon sets,no,no,possible,results/problems/additive-combinatorics/problem_1194.md,https://www.erdosproblems.com/1194,medium_candidate,68,medium,archive/v1/reviews/problem_1194.json
1199,open,42,low_to_medium_candidate,additive combinatorics,additive combinatorics; ramsey theory,no,yes,possible,results/problems/additive-combinatorics/problem_1199.md,https://www.erdosproblems.com/1199,low_to_medium_candidate,45,medium,archive/v1/reviews/problem_1199.json
1200,open,12,low_candidate,number theory,number theory; primes,no,no,possible,results/problems/number-theory/problem_1200.md,https://www.erdosproblems.com/1200,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1200.json
1201,open,18,low_candidate,number theory,number theory; primes,no,no,possible,results/problems/number-theory/problem_1201.md,https://www.erdosproblems.com/1201,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1201.json
1203,open,26,low_candidate,number theory,number theory,no,yes,possible,results/problems/number-theory/problem_1203.md,https://www.erdosproblems.com/1203,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1203.json
1204,open,22,low_candidate,number theory,number theory,no,no,A008407; A023193; A135311; possible,results/problems/number-theory/problem_1204.md,https://www.erdosproblems.com/1204,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1204.json
1206,open,20,low_candidate,number theory,number theory; sidon sets,no,no,possible,results/problems/number-theory/problem_1206.md,https://www.erdosproblems.com/1206,low_to_medium_candidate,45,medium,archive/v1/reviews/problem_1206.json
1207,open,17,low_candidate,geometry,geometry; distances,no,no,possible,results/problems/geometry/problem_1207.md,https://www.erdosproblems.com/1207,medium_candidate,58,medium,archive/v1/reviews/problem_1207.json
1208,open,15,low_candidate,geometry,geometry; distances,no,no,possible,results/problems/geometry/problem_1208.md,https://www.erdosproblems.com/1208,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_1208.json
1209,open,28,low_candidate,number theory,number theory,no,no,possible,results/problems/number-theory/problem_1209.md,https://www.erdosproblems.com/1209,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_1209.json
1210,open,23,low_candidate,number theory,number theory,no,yes,possible,results/problems/number-theory/problem_1210.md,https://www.erdosproblems.com/1210,medium_candidate,58,medium,archive/v1/reviews/problem_1210.json
1212,open,31,low_candidate,number theory,number theory; primes,no,no,possible,results/problems/number-theory/problem_1212.md,https://www.erdosproblems.com/1212,medium_candidate,58,medium,archive/v1/reviews/problem_1212.json
